installation_date,PV_system_size_DC,total_installed_price,rebate_or_grant,customer_segment,state,zip_code,utility_service_territory,third_party_owned,installer_name,tracking,ground_mounted,azimuth_1,tilt_1,module_manufacturer_1,module_model_1,module_quantity_1,technology_module_1,efficiency_module_1,inverter_manufacturer_1,inverter_model_1,output_capacity_inverter_1,inverter_loading_ratio,battery_rated_capacity_kWh,price_per_watt
16-04-2013,11.275,60200,8794,RES,CA,96064,pacific power,1,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,5.33924612
29-10-2012,2.04,8302,1488,RES,CA,96067,pacific power,0,Alpine Construction And Solar,,,,,-1,-1,,-1,,-1,-1,,,,4.069607843
07-06-2013,9.471,50300,7315,RES,CA,96038,pacific power,1,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,5.310949213
25-04-2013,9.922,54432,7326,RES,CA,96097,pacific power,1,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,5.485990728
08-08-2013,14.7,73500,10775,RES,CA,96038,pacific power,1,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,5
08-08-2013,16.17,79380,11673,RES,CA,96097,pacific power,1,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,4.909090909
08-08-2013,11.76,59472,8574,RES,CA,96064,pacific power,1,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,5.057142857
27-03-2013,6.867,39699,3634,RES,CA,96097,pacific power,1,The Solar Company,,,,,-1,-1,,-1,,-1,-1,,,,5.78112713
28-01-2013,4.83,14230,2305,RES,CA,96101,pacific power,0,Top Hat Energy,,,,,-1,-1,,-1,,-1,-1,,,,2.946169772
03-01-2014,5,7858.9,2729,RES,CA,96094,pacific power,0,Self,,,,,-1,-1,,-1,,-1,-1,,,,1.57178
08-08-2013,11.025,51000,5314,RES,CA,96097,pacific power,1,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,4.62585034
16-08-2013,18.865,92610,9515,RES,CA,96064,pacific power,1,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,4.909090909
15-08-2013,19.6,96000,9269,RES,CA,96064,pacific power,1,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,4.897959184
16-08-2013,8.82,48400,4820,RES,CA,96064,pacific power,1,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,5.487528345
28-01-2013,4.37,17527,2339,RES,CA,96104,pacific power,0,Top Hat Energy,,,,,-1,-1,,-1,,-1,-1,,,,4.010755149
28-01-2013,5.06,14075,2693,RES,CA,96101,pacific power,0,Top Hat Energy,,,,,-1,-1,,-1,,-1,-1,,,,2.781620553
28-01-2013,3.45,14124,1791,RES,CA,96104,pacific power,0,Top Hat Energy,,,,,-1,-1,,-1,,-1,-1,,,,4.093913043
16-08-2013,13.23,64680,7234,RES,CA,96064,pacific power,1,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,4.888888889
24-07-2013,10.2,41272,5395,RES,CA,96064,pacific power,0,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,4.04627451
06-08-2013,7.28,28693.31,3964,RES,CA,96067,pacific power,0,Bob Kroetch,,,,,-1,-1,,-1,,-1,-1,,,,3.941388736
15-08-2013,8.5,24237,4457,RES,CA,96104,pacific power,0,Self,,,,,-1,-1,,-1,,-1,-1,,,,2.851411765
19-09-2013,11.76,57800,6430,RES,CA,96044,pacific power,1,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,4.914965986
11-04-2014,15,50000,7470,RES,CA,96037,pacific power,1,Gregory Lindholm,,,,,-1,-1,,-1,,-1,-1,,,,3.333333333
15-08-2013,9.54,39500,5045,RES,CA,96064,pacific power,0,Matson Services,,,,,-1,-1,,-1,,-1,-1,,,,4.140461216
31-07-2013,2.695,10729.81,1262,RES,CA,95531,pacific power,0,Richterich Jones Construction,,,,,-1,-1,,-1,,-1,-1,,,,3.981376623
27-11-2013,7.5,30750,3474,RES,CA,96067,pacific power,0,Alpine Construction And Solar,,,,,-1,-1,,-1,,-1,-1,,,,4.1
07-03-2014,16.15,66420,8646,RES,CA,96067,pacific power,0,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,4.112693498
24-01-2014,8.5,30688.88,4678,RES,CA,96067,pacific power,0,Self,,,,,-1,-1,,-1,,-1,-1,,,,3.610456471
18-08-2011,3.04,13410.09,1620,RES,CA,96097,pacific power,0,Electron Connection,,,,,-1,-1,,-1,,-1,-1,,,,4.411213816
17-11-2014,8.54,4306,4040,RES,CA,96032,pacific power,0,A B Construction,,,,,-1,-1,,-1,,-1,-1,,,,0.504215457
01-12-2014,4.65,9916.39,1923,RES,CA,96025,pacific power,0,Ryan Solar,,,,,-1,-1,,-1,,-1,-1,,,,2.132556989
27-02-2014,5.16,10787,1977,RES,CA,96027,pacific power,0,Self,,,,,-1,-1,,-1,,-1,-1,,,,2.090503876
01-04-2014,14.535,43000,5842,RES,CA,96067,pacific power,0,Addy Electric,,,,,-1,-1,,-1,,-1,-1,,,,2.958376333
21-05-2014,14.64,26387.15,5957,RES,CA,96032,pacific power,0,Self,,,,,-1,-1,,-1,,-1,-1,,,,1.802400956
06-06-2014,10.725,42292,3928,RES,CA,96097,pacific power,1,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,3.943310023
29-10-2013,4.2,52873.6,1391,RES,CA,96050,pacific power,0,Renewable Technologies,,,,,-1,-1,,-1,,-1,-1,,,,12.58895238
07-05-2014,6.48,24000,2690,RES,CA,96067,pacific power,0,Alpine Construction And Solar,,,,,-1,-1,,-1,,-1,-1,,,,3.703703704
26-03-2015,8,19300,3261,RES,CA,96064,pacific power,0,Self,,,,,-1,-1,,-1,,-1,-1,,,,2.4125
19-03-2014,4.59,23688.36,1477,RES,CA,95531,pacific power,0,Trinidad Electric,,,,,-1,-1,,-1,,-1,-1,,,,5.160862745
28-08-2014,9.945,15919.18,3428,RES,CA,96027,pacific power,0,Self,,,,,-1,-1,,-1,,-1,-1,,,,1.600721971
17-10-2014,13.2,43476,4826,RES,CA,96067,pacific power,0,Addy Electric,,,,,-1,-1,,-1,,-1,-1,,,,3.293636364
08-08-2014,6.12,14878.52,2036,RES,CA,96027,pacific power,1,Self,,,,,-1,-1,,-1,,-1,-1,,,,2.431130719
27-04-2015,15.66,50774.52,5107,RES,CA,96067,pacific power,0,Self,,,,,-1,-1,,-1,,-1,-1,,,,3.242306513
20-03-2015,7.5,24030,3059,RES,CA,96067,pacific power,0,Addy Electric,,,,,-1,-1,,-1,,-1,-1,,,,3.204
23-02-2015,5.5,33625,1884,RES,CA,96064,pacific power,0,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,6.113636364
20-11-2014,7.15,24502,2973,RES,CA,96094,pacific power,0,Addy Electric,,,,,-1,-1,,-1,,-1,-1,,,,3.426853147
13-04-2015,14.5,47472,5712,RES,CA,96067,pacific power,0,Addy Electric,,,,,-1,-1,,-1,,-1,-1,,,,3.273931034
29-06-2015,5,27500,2016,RES,CA,96064,pacific power,0,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,5.5
21-04-2015,16.24,45571,6444,RES,CA,96101,pacific power,0,Almanor Energy Plus,,,,,-1,-1,,-1,,-1,-1,,,,2.806096059
21-04-2015,10.08,28437,1199,RES,CA,96101,pacific power,0,Almanor Energy Plus,,,,,-1,-1,,-1,,-1,-1,,,,2.821130952
21-05-2015,7.8,15039.73,3235,RES,CA,96064,pacific power,0,Self,,,,,-1,-1,,-1,,-1,-1,,,,1.928170513
16-08-2016,2.85,7444.16,1153,RES,CA,96067,pacific power,0,Self,,,,,-1,-1,,-1,,-1,-1,,,,2.611985965
23-06-2015,6.72,23876,2774,RES,CA,96067,pacific power,0,Addy Electric,,,,,-1,-1,,-1,,-1,-1,,,,3.55297619
30-06-2015,7.8,19751.69,3202,RES,CA,96097,pacific power,0,Alpine Construction And Solar,,,,,-1,-1,,-1,,-1,-1,,,,2.532267949
31-08-2015,10.4,20019.38,3342,RES,CA,96027,pacific power,0,Self,,,,,-1,-1,,-1,,-1,-1,,,,1.924940385
09-06-2015,9.156,41202,2947,RES,CA,96064,pacific power,1,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,4.5
09-07-2015,12.96,35362.46,3696,RES,CA,96032,pacific power,0,Whipple Electric,,,,,-1,-1,,-1,,-1,-1,,,,2.728584877
02-07-2015,4.68,10566,1488,RES,CA,96027,pacific power,0,Self,,,,,-1,-1,,-1,,-1,-1,,,,2.257692308
30-06-2015,6.25,32812,1920,RES,CA,96097,pacific power,0,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,5.24992
28-07-2015,11.44,28000,3013,RES,CA,96032,pacific power,1,Self,,,,,-1,-1,,-1,,-1,-1,,,,2.447552448
13-01-2016,8.4,41780,2449,RES,CA,96037,pacific power,0,Whipple Electric,,,,,-1,-1,,-1,,-1,-1,,,,4.973809524
09-12-2015,20.48,67890,6233,RES,CA,96067,pacific power,0,Addy Electric,,,,,-1,-1,,-1,,-1,-1,,,,3.314941406
14-12-2015,10.26,32832,1788,RES,CA,96094,pacific power,0,Addy Electric,,,,,-1,-1,,-1,,-1,-1,,,,3.2
24-02-2016,6.867,2209,,RES,CA,96094,pacific power,0,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,0.321683413
08-10-2015,12.48,39936,3659,RES,CA,96094,pacific power,1,Addy Electric,,,,,-1,-1,,-1,,-1,-1,,,,3.2
27-04-2016,6.4,26570,1809,RES,CA,96067,pacific power,0,Addy Electric,,,,,-1,-1,,-1,,-1,-1,,,,4.1515625
07-01-2016,9.6,31680,3049,RES,CA,96067,pacific power,0,Addy Electric,,,,,-1,-1,,-1,,-1,-1,,,,3.3
22-04-2016,11.4,36480,3584,RES,CA,96094,pacific power,0,Addy Electric,,,,,-1,-1,,-1,,-1,-1,,,,3.2
27-09-2016,8.502,35000,2470,RES,CA,96101,pacific power,1,Smart Energy Usa,,,,,-1,-1,,-1,,-1,-1,,,,4.116678429
14-10-2015,10.92,34320,3470,RES,CA,96094,pacific power,0,Addy Electric,,,,,-1,-1,,-1,,-1,-1,,,,3.142857143
07-01-2016,13.75,4328,,RES,CA,96094,pacific power,0,Addy Electric,,,,,-1,-1,,-1,,-1,-1,,,,0.314763636
17-12-2015,14.08,46464,4352,RES,CA,96034,pacific power,0,Addy Electric,,,,,-1,-1,,-1,,-1,-1,,,,3.3
10-09-2015,5.2,19500,1637,RES,CA,96057,pacific power,0,Alpine Construction And Solar,,,,,-1,-1,,-1,,-1,-1,,,,3.75
18-12-2015,8.55,45846,2334,RES,CA,96067,pacific power,0,Dickens Electric,,,,,-1,-1,,-1,,-1,-1,,,,5.362105263
18-08-2015,10.92,41132,3448,RES,CA,96094,pacific power,0,Addy Electric,,,,,-1,-1,,-1,,-1,-1,,,,3.766666667
30-06-2016,10.56,33792,2123,RES,CA,96094,pacific power,0,Addy Electric,,,,,-1,-1,,-1,,-1,-1,,,,3.2
24-02-2016,10.464,37975,2851,RES,CA,96057,pacific power,1,Powerhouse Solar,,,,,-1,-1,,-1,,-1,-1,,,,3.629109327
13-06-2006,5.85,16139.33,10260.8,RES_SF,CA,92250,imperial irrigation district,,Vics Ac Elect,0,,180,18,Siliken Canada,SLK60P6L SLV/WHT 225Wp,,Multi-c-Si,0.13858093,SMA America,sb7000us [240v],7,,,2.758859829
15-09-2006,13.5,56604.26,5160,RES_SF,CA,92253,imperial irrigation district,,Accurate Air Electric,0,,270,17,"HYUNDAI ENERGY SOLUTIONS CO., LTD.",HiS-S270RG,,Mono-c-Si,0.16496408,SolarEdge Technologies Ltd.,se11400a-us [240v],11.39,,,4.192908148
02-11-2006,11.04,71760,21320.2,RES_SF,CA,92203,imperial irrigation district,,Self,0,,180,18,"CSI Solar Co., Ltd.",CS6P-230P,,Multi-c-Si,0.14298894,PV Powered,pvp4800,4.8,,,6.5
22-12-2006,4.375,75640.5,8170.4,RES_SF,CA,92250,imperial irrigation district,,Rudy Schaffner,0,,180,30,Sharp,NT-175U1,,Mono-c-Si,0.13451709,SMA America,sb6000us [240v],6,,,17.28925714
08-01-2008,2.1,18985.69,5130.29,RES_SF,CA,92253,imperial irrigation district,,Akeena Solar,0,,180,18,Kyocera Solar,KC175GT,,Multi-c-Si,0.14309591,Fronius USA,ig 3000 neg,2.7,,,9.040804762
17-01-2008,8.64,50000,20966.4,RES_SF,CA,92201,imperial irrigation district,,Collins Electric,0,,180,18,Suntech Power,STP180S-24/Adb+,,Mono-c-Si,0.14099512,SMA America,sb4000us [208v],3.5,,,5.787037037
28-01-2008,11.48,92000,28000,RES_SF,CA,92253,imperial irrigation district,,Self,0,,180,18,SunPower,SPR-205-BLK-U,,Mono-c-Si,0.16478014,SunPower,spr-4000m [240v],4,,,8.013937282
04-03-2008,12,91027.66,28134.4,RES_MF,CA,92233,imperial irrigation district,,Spg Solar,0,,210,18,Kyocera Solar,KC200GT,,Multi-c-Si,0.14735895,Fronius USA,ig 5100 pos,5.1,,,7.585638333
04-03-2008,12,91027.66,21985.6,RES_MF,CA,92281,imperial irrigation district,,Spg Solar,0,,194,18,Kyocera Solar,KC200GT,,Multi-c-Si,0.14735895,Fronius USA,ig 5100 pos,5.1,,,7.585638333
12-03-2008,4.455,39126,11010,RES_SF,CA,92203,imperial irrigation district,,Solar Plus,0,,180,18,Schuco USA,S 165-SPU,,Multi-c-Si,0.13053797,SMA America,sb6000us [240v],6,,,8.782491582
28-03-2008,7.65,57310,18037.6,RES_SF,CA,92240,imperial irrigation district,,Self,0,,180,18,Sharp,NE-170U1,,Multi-c-Si,0.13067374,PV Powered,pvp5200,5.2,,,7.491503268
31-03-2008,11.04,88041,25480,RES_SF,CA,92253,imperial irrigation district,,Self,0,,180,18,SunPower,SPR-230-WHT-U,,Mono-c-Si,0.18487528,SunPower,spr-7000m [240v],7,,,7.974728261
30-04-2008,2.1,16800,4217.48,RES_SF,CA,92231,imperial irrigation district,,Stoffel Electric,0,,180,18,Suntech Power,STP175S-24/Ab-1,,Mono-c-Si,0.13707858,Xantrex Technology,gt2.8-na-240/208 [240v],2.8,,,8
26-06-2008,5.07,36736,5645.14,RES_MF,CA,92247,imperial irrigation district,,California Solar Electric Systems,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
18-07-2008,5.07,36736,5645.14,RES_MF,CA,92247,imperial irrigation district,,California Solar Electric Systems,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
14-08-2008,5.07,36736,5645.14,RES_MF,CA,92247,imperial irrigation district,,California Solar Electric Systems,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
22-08-2008,5.07,36736,5645.14,RES_MF,CA,92247,imperial irrigation district,,California Solar Electric Systems,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
18-09-2008,3.36,26874.92,6892.93,RES_SF,CA,92247,imperial irrigation district,,Petersendean,0,,180,18,Sharp,ND-224U1F,,Multi-c-Si,0.13740982,SMA America,sb4000us [240v],4,,,7.998488095
30-10-2008,16.8,119483.59,34510.04,RES_SF,CA,92227,imperial irrigation district,,Solar Energy Center,0,,180,18,-1,-1,,-1,,SMA America,sb5000us [240v],5,,,7.112118452
04-11-2008,4.928,40647,10056.99,RES_SF,CA,92247,imperial irrigation district,,Renova Energy,0,,180,18,Sharp,ND-224U1F,,Multi-c-Si,0.13740982,SMA America,sb5000us [240v],5,,,8.248173701
05-11-2008,56.375,466373,64400,RES_SF,CA,92201,imperial irrigation district,,Permacity,0,,180,30,SunPower,SPR-205-BLK-U,,Mono-c-Si,0.16478014,Satcon Technology,ae-50-60-pv-d,50,,,8.272691796
06-11-2008,5.07,36736,5645.14,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
10-11-2008,3.12,23734,6245.69,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
13-11-2008,3.12,23734,6245.69,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
02-12-2008,4.03,29374,8196.08,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt3.3n-na-240/208 [208v],3.1,,,7.288833747
04-12-2008,9.43,71819,19236.09,RES_SF,CA,92201,imperial irrigation district,,Socal Solar,0,,180,30,Kyocera Solar,KD205GX-LP,,Multi-c-Si,0.13804714,PV Powered,pvp4800,4.8,,,7.616012725
04-12-2008,24.6,118500,53063.34,RES_SF,CA,92241,imperial irrigation district,,Petersendean,0,,180,15,Kaneka,G-SA060,,-1,,SMA America,sb6000us [240v],6,,,4.817073171
11-12-2008,4.03,29374,8196.08,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt3.3n-na-240/208 [208v],3.1,,,7.288833747
16-12-2008,5.07,36736,5645.14,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [208v],4.5,,,7.245759369
17-12-2008,5.07,36736,10311.2,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
19-12-2008,4.03,29374,8196.08,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt3.3n-na-240/208 [208v],3.1,,,7.288833747
26-12-2008,5.07,36736,10311.2,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
30-12-2008,3.12,23734,6245.69,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
05-01-2009,4.03,29374,8196.08,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt3.3n-na-240/208 [208v],3.1,,,7.288833747
07-01-2009,7.128,48396,14604.79,RES_SF,CA,92253,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,Sharp,ND-216U1F,,Multi-c-Si,0.13250233,SMA America,sb7000us [240v],7,,,6.78956229
07-01-2009,4.48,36261,9191.16,RES_SF,CA,92253,imperial irrigation district,,Revco Solar,0,,180,18,Sharp,ND-224U1F,,Multi-c-Si,0.13740982,PV Powered,pvp5200,5.2,,,8.093973214
09-02-2009,5.85,40676,11897.54,RES_SF,CA,92253,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,6.953162393
18-02-2009,6.075,45390.62,12922.97,RES_SF,CA,92253,imperial irrigation district,,Sequoia Solar,0,,180,18,SunPower,SPR-225-BLK-U,,Mono-c-Si,0.18085624,SunPower,spr-6000m [240v],6,,,7.471706996
23-02-2009,5.148,37500,10387.55,RES_SF,CA,92211,imperial irrigation district,,Petersendean,0,,180,18,Sharp,ND-198U1F,,Multi-c-Si,0.13359837,Fronius USA,ig 5100 neg,5.1,,,7.284382284
25-02-2009,4.03,29374,8196.08,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt3.3n-na-240/208 [208v],3.1,,,7.288833747
03-03-2009,5.52,57200,13701.57,RES_SF,CA,92201,imperial irrigation district,,Mohr Power Solar,0,,180,18,SunPower,SPR-230-WHT-U,,Mono-c-Si,0.18487528,SunPower,spr-6000m [240v],6,,,10.36231884
03-03-2009,5.07,36736,10311.2,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
19-03-2009,4.752,32018,7841,RES_SF,CA,92201,imperial irrigation district,,Rgs Energy,0,,180,18,Sharp,ND-216U1F,,Multi-c-Si,0.13250233,SMA America,sb4000us [240v],4,,,6.737794613
23-03-2009,2.604,21436,6056.69,RES_SF,CA,92201,imperial irrigation district,,Petersendean,0,,180,18,Sharp,ND-62RU1F,,Multi-c-Si,0.105077624,PV Powered,pvp2500,2.5,,,8.231950845
30-03-2009,5.07,36736,5645.14,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
13-04-2009,6.8,54008,17510.68,RES_SF,CA,92210,imperial irrigation district,,Sunwize Technologies,0,,122,18,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,HIP-200BA20,,Mono-c-Si,0.17243758,Xantrex Technology,gt2.8-na-240/208 [240v],2.8,,,7.942352941
21-04-2009,4.03,29374,8196.08,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt3.3n-na-240/208 [208v],3.1,,,7.288833747
01-05-2009,4.03,29374,8196.08,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt3.3n-na-240/208 [208v],3.1,,,7.288833747
11-05-2009,5.07,36736,10311.2,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
18-05-2009,5.07,36736,5645.14,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
01-06-2009,8.2,61938,19912.7,RES_SF,CA,92247,imperial irrigation district,,Kdb Custom Lighting Electric,0,,180,18,Solar Power (SPI),SP205FPA2,,Multi-c-Si,0.14105634,SMA America,sb7000us [240v],7,,,7.553414634
30-06-2009,3.51,28179,8086.47,RES_SF,CA,92201,imperial irrigation district,,Petersendean,0,,180,18,-1,-1,,-1,,PV Powered,pvp3000,3,,,8.028205128
21-07-2009,4.62,37411,11229.92,RES_SF,CA,92201,imperial irrigation district,,Solar Plus,0,,180,18,Schuco USA,-1,,-1,,SMA America,sb4000us [240v],4,,,8.097619048
22-07-2009,5.07,36736,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
27-07-2009,3.51,28179,8086.47,RES_SF,CA,92201,imperial irrigation district,,Petersendean,0,,180,18,-1,-1,,-1,,PV Powered,pvp3000,3,,,8.028205128
27-07-2009,3.51,28179,8086.47,RES_SF,CA,92201,imperial irrigation district,,Petersendean,0,,180,18,-1,-1,,-1,,PV Powered,pvp3000,3,,,8.028205128
13-08-2009,4.464,43519,11128.11,RES_MF,CA,92247,imperial irrigation district,,Sunwize Technologies,0,,180,18,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,HIP-186DA3,,Mono-c-Si,0.1533138,SMA America,sb6000us [240v],6,,,9.748879928
14-08-2009,4.03,29374,8196.08,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt3.3n-na-240/208 [208v],3.1,,,7.288833747
19-08-2009,13.65,97426.67,29161.45,RES_SF,CA,92201,imperial irrigation district,,Sequoia Solar,0,,180,18,SunPower,SPR-230-WHT-U,,Mono-c-Si,0.18487528,SunPower,spr-6000m [240v],6,,,7.137484982
15-09-2009,7.776,47047.52,17902.08,RES_SF,CA,92210,imperial irrigation district,,Sequoia Solar,0,,180,18,Sharp,ND-U216C1,,Multi-c-Si,0.13250233,SMA America,sb7000us [240v],7,,,6.050349794
17-09-2009,4.03,29374,8196.08,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt3.3n-na-240/208 [208v],3.1,,,7.288833747
25-09-2009,3.51,28179,7308.93,RES_SF,CA,92201,imperial irrigation district,,Petersendean,0,,270,18,-1,-1,,-1,,PV Powered,pvp3000,3,,,8.028205128
05-10-2009,5.07,36736,5645.14,RES_MF,CA,92247,imperial irrigation district,,California Solar Electric Systems,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
06-10-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Petersendean,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
13-10-2009,5.184,30105.42,11872.56,RES_SF,CA,92201,imperial irrigation district,,Sequoia Solar,0,,180,18,Sharp,ND-216UC1,,Multi-c-Si,0.13250233,SMA America,sb5000us [240v],5,,,5.807372685
19-10-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Petersendean,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
20-10-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
21-10-2009,5.07,36736,10311.2,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
21-10-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Petersendean,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
22-10-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Petersendean,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
23-10-2009,5.07,36736,10311.2,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
27-10-2009,5.07,36736,5645.14,RES_MF,CA,92247,imperial irrigation district,,California Solar Electric Systems,0,,180,18,-1,-1,,-1,,Xantrex Technology,gt5.0-na-240/208 [240v],5,,,7.245759369
27-10-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Ocr Solar And Roofing,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
28-10-2009,13.5,96240,32553.27,RES_SF,CA,92210,imperial irrigation district,,Sequoia Solar,0,,180,18,SunPower,SPR-225-BLK-U,,Mono-c-Si,0.18085624,SunPower,spr-6000m [240v],6,,,7.128888889
02-11-2009,7.995,64174,19709.2,RES_SF,CA,92253,imperial irrigation district,,Self,0,,180,18,SunPower,SPR-205-BLK-U,,Mono-c-Si,0.16478014,SunPower,spr-3000m [240v],3,,,8.026766729
03-11-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
03-11-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
03-11-2009,3.12,23734,5645.14,RES_SF,CA,92247,imperial irrigation district,,Petersendean,0,,180,18,-1,-1,,-1,,Fronius USA,ig 3000 neg,2.7,,,7.607051282
